P17612,P29320,-0.010278849061051693
P11309,Q9NWZ3,-0.28629703714664817
P58154,Q8WSF8,-0.04781630588958333
P19492,P42260,-0.000100000004440892
P45984,Q13557,-0.00010000009769957844
P07949,Q9UM73,-0.00010000001776356681
O14976,P27037,-0.00010000007105424833
O14976,Q13557,-0.00010000008437691427
P35968,Q9UKE5,-0.13282616034972197
O96017,P52333,-0.000100000004440892
Q9H2K2,Q9UQM7,-0.22154551275187237
P08254,P09238,-0.1479212356632814
P06213,P53779,-0.000100000004440892
P21397,Q9Y3R4,-0.00010000012656534472
P23443,P78368,-0.07867628412879732
P22748,Q16790,-0.10938385962155571
O14757,P54646,-0.04039963615604242
P06213,Q13523,-0.00010000005662135823
Q05397,Q9NWZ3,-0.28629700928175333
P08069,P17948,-0.05486562722716838
Q14289,Q99683,-0.007330317746973942
Q00532,Q16539,-0.00010000427648764913
P49674,Q12866,-0.17065251872862228
Q13153,Q9H2G2,-0.0001000000133226754
P31751,P68400,-0.06799872432920588
P35968,P53779,-0.0001
P22894,Q9UNA0,-0.3410684094874423
P07949,P08581,-0.00010000007105424833
P45984,Q16288,-0.5674598172916315
P06239,P45983,-0.00010000001110222963
O96013,P29597,-0.028928333130863133
O00141,Q16539,-0.0001
Q14289,Q15375,-0.007330288242009804
P00523,P54760,-0.0001
P43405,Q07912,-0.00010000000555111497
Q07912,Q08881,-0.00010000000666133792
P43405,Q13557,-0.00010000000666133792
P10721,P43405,-0.0019061193124685412
Q08345,Q9UKE5,-0.21334598657369064
P03372,P10275,-0.017798183837968575
P06239,P53350,-0.00010000000888178381
P08631,P23443,-0.0001000000399680209
P07711,P43235,-0.03230573042940072
O15530,P08581,-0.00010000002664534905
O60674,P51813,-0.0001000000133226754
O00506,O14757,-0.08757410561449258
P00734,P00747,-0.19614441268951982
P49137,P53350,-0.0001
P08069,P28482,-0.000100000004440892
Q02763,Q16539,-0.0002815848452082621
O00444,Q13464,-0.03879818510275961
